word,sessions,clients
ជីតា,21,18
ឧគ្ឃោសនសព្ទ,21,16
គឃ្លើន,21,18
បំពង,21,19
ជ្រោង,21,18
ពង្រាត់,21,20
សត្តនិករ,21,15
កម្សោយ,21,19
ទុក្ខធុរៈ,21,20
ឆ្អល់,21,13
ភួង,21,18
ចេក,21,19
កោង,21,19
ប៉ែតសិប,21,15
សាស្ដា,21,18
កូត,21,18
របក,21,20
ចាប់ហួយ,21,16
សម្ប័ទ,21,17
ខ្វាក់,21,20
បច្ចុប្បន្នកម្ម,21,16
ជាតា,21,18
ជីក,21,16
បឋមសិក្សា,21,16
ស្រាស់,21,18
ឥន្ទ,21,18
ពុទ្ធោវាទ,21,18
ប្រទូស,21,18
ប៉ែក,21,17
ខ្ទិះ,21,17
ភ័ក្ដិ,21,20
ក្ស័យធន,21,15
សមូហ,21,19
កណ្ដោចកណ្ដែង,21,14
រោលរាល,21,11
បេក្ខភាព,21,18
តុកកែ,21,15
ក្រៅ,21,20
ម្ខាង,21,15
ទាំងស្រុង,21,18
បសុពេទ្យ,21,18
ប្រកៀក,21,13
ងាំង,21,16
បរធនបាលកិច្ច,21,12
ដិតដាម,21,19
វិសិដ្ឋ,21,14
មោនភាព,21,20
ផ្សិត,21,18
អនុម័តិ,21,16
ជំនន់,21,17
សុភាវធម៌,21,16
ឆ្អើរ,21,15
ក្រវើន,21,17
អាឡោះ,21,19
ឯកតោ,21,19
ក្ងួរ,21,17
អថេរ,21,18
បៀក,21,15
ស្លុង,21,18
កណ្ដូប,21,16
ពានរ,21,20
កីឡដ្ឋាន,21,17
ប៉ុង,21,16
ចុតហ្មាយ,21,17
រមិល,21,18
និករ,21,17
សុច្ឆន្ទៈ,21,17
គាំ,21,20
ដួងចិត្ត,21,15
អណ្ដូង,21,19
ស្មូរ,21,18
ចាប៉ី,21,16
សង្កប្ប,21,16
កាន់កាប់,21,19
ភ្លឹង,21,17
ចន្ទគតិ,21,16
ពាំង,21,13
ផុលផុស,21,19
យោល,21,16
តង្កៀប,21,17
ខ្ញាក,21,16
រហ័សនាម,21,16
កញ្ចែ,21,15
សារពាង្គ,21,18
បញ្ឈឺ,21,16
ស៊ីផ្លេ,21,17
អត្ថគាហកៈ,21,18
ទទឹក,21,17
ជល់,21,18
អនុត្តរ,21,15
សូវ,21,19
យក្ខ,21,19
ធ្លោ,21,21
លតា,21,18
ឆ្ពុង,21,14
អសកម្ម,21,18
ច្រត់,21,17
ក្រែម,21,15
កម្មផល,21,9
ស្លឹក,21,17
សំឡី,21,19
រន្ទះ,21,20
ញញិម,21,15
អារក្ខ,21,17
ទាយាទ,21,21
ចំពប់,21,15
ខ្លី,21,16
រូបភាព,21,18
ទឹម,21,16
ចែវ,21,14
កាលវិភាគ,21,20
វីវក់,21,16
ទួល,21,17
កំណក,21,15
ច្បាម,21,14
ជ្រៅ,21,21
ស្លូត,20,19
គួប,20,17
ផ្ដោះផ្ដង,20,18
គោក,20,14
សំបោរ,20,19
រាជសម្បត្តិ,20,16
ស្មាន់,20,16
ប្រលោម,20,18
ត្រសៀក,20,14
បរមសុខ,20,18
ផ្លោង,20,15
ឧត្តមសេនីយ៍ឯក,20,8
បីតិ,20,19
នក្សត្រ,20,9
សំណូម,20,19
រលាយ,20,15
សាលាដ,20,15
ស្មូត,20,16
លលាដ៍,20,18
រលា,20,18
ស្នូរ,20,19
បញ្ជោះ,20,16
កាប់,20,18
ថែវ,20,16
ប៉ោង,20,19
រង្គាល,20,14
គួរតែ,20,20
យថាភូត,20,17
សង្ឃក,20,15
ស្លក់,20,13
សាំញ៉ាំ,20,18
ចង្អេរ,20,16
រឹតត្បិត,20,20
ទ្វារបាល,20,14
ដំអក់,20,11
សិទ្ធិវន្ត,20,18
ខ្មុក,20,18
ជ្វាលា,20,15
ស្រដី,20,18
ការ៉េម,20,17
កន្ទួល,20,11
សម្មតិ,20,18
ហេរញ្ញិក,20,16
ម្សិល,20,16
ក្រលៀន,20,14
អាលែស៊ី,20,13
លុកលុយ,20,16
សើម,20,17
បុស្ស,20,13
ផ្ទឹម,20,14
វិវរណៈ,20,17
ថ្លុក,20,12
ក្បិន,20,13
សង្កៀរ,20,10
ម៉ុង,20,14
ចតុប្បាទ,20,19
ព្យាធិ,20,17
ប្រឡេះ,20,15
គ្រវាត់,20,16
ក្រាញ,20,17
មួក,20,13
ងូត,20,16
ជនិន្ទ,20,11
រុល,20,13
ឧបាស្រ័យ,20,18
រនាស់,20,13
ស្មសាន,20,14
ក្រង,20,19
សមាន,20,19
ជ្រែក,20,15
ស្រយាល,20,17
ឆ្អឹង,20,18
ជ្រូក,20,15
ល្វីង,20,17
សមាទាន,20,19
ផុសផុល,20,19
ទទួលខុសត្រូវ,20,18
សញ្ជប់,20,19
សំកុក,20,15
ជាញ,20,12
គោរម្យ៍ងារ,20,15
វិត,20,19
ភទ្ទកប្ប,20,16
អឌ្ឍគោល,20,17
រីង,20,18
វិះ,20,14
ឧត្តរជីវី,20,18
ទ្រនិច,20,18
ផ្ចង់,20,15
អញ្ចាញ,20,18
លំពែង,20,15
ពង្វាង,20,18
រួញ,20,17
ឈូក,20,16
សែក,20,20
ស្លេវ,20,14
អត្ថរស,20,17
អនិច្ចំ,20,20
សំណូក,20,16
ឋបនីយ,20,9
ងើយ,20,19
កំបុត,20,17
យង់,20,17
ហប់,20,10
ស្វាន,20,16
សារិកា,20,17
សម្នាក់,20,16
សន្លាក់,20,19
ខ្ព,20,19
ល្ហែ,20,17
យីកេ,20,14
កាវ,20,16
មណ្ឌលសុខភាព,20,17
មិថុនា,20,20
ចៅអធិការ,20,19
ក្រពើ,20,17
សាវម៉ាវ,20,18
សស្រាក់,20,17
ពិភព,20,15
ស្ពឹក,20,16
ប្រសិនបើ,20,19
ពិពិធភាព,20,17
ស្ទូច,20,15
ទម្រើស,20,17
ការិនី,20,12
តាំងពី,20,15
រនាត,20,16
មូទូ,20,13
គ្រវែង,20,18
រហែក,20,15
សេវូបករណ៍,20,10
ភេត្រា,20,14
សមុច្ច័យ,20,18
ថ្វាយបង្គំ,20,16
ស្ទឹង,20,16
ទ្រោម,20,18
ចន្ទី,20,16
នឿយណាយ,20,16
រវៃ,20,17
ម្រាម,20,16
ព្នង,20,19
បិដក,20,18
អបមង្គល,20,9
កន្លង់,20,18
ស្រងូត,20,20
ប្រឈួន,20,19
គោរម,20,17
ប្រិយមិត្ត,20,17
អន្លូង,20,18
ក្រេវក្រោធ,20,15
តម្រួត,19,17
មាណវី,19,17
ចង្ក្រង់,19,17
ធាត់,19,17
ថ្នាក់ថ្នម,19,11
ទាល់តែ,19,14
បញ្ជាទិញ,19,17
តក្កមា,19,15
បង្ខូច,19,16
ហារ,19,17
កញ្ចុំ,19,17
បដិទាន,19,14
អណ្ដើក,19,14
ត្រៀបត្រា,19,13
ច្រអូស,19,15
សក្ក,19,19
រពាក់,19,16
ហាន់,19,17
បិតុភាព,19,18
បារាយ,19,17
គុណកិរិយា,19,17
អមរិន្ទ,19,18
កម្រៃជើងសា,19,18
សមាបត្តិ,19,15
សំណឹក,19,16
សមសួន,19,13
បរមបុរាណ,19,18
វ៉ាក់សាំង,19,11
ព័ស្ដុ,19,19
អំណោយផល,19,17
ហីនយាន,19,15
ចំណត,19,16
ជម្រុល,19,19
អួល,19,11
សំកាំង,19,14
ទិន,19,19
ប្រទាក់,19,18
កំពង់ផែ,19,18
តៀម,19,12
ករណនាម,19,13
ឆ្អិនឆ្អៅ,19,10
ឆ្លើយ,19,18
រវិច,19,16
ស្រៀវ,19,16
ប៉ាវ,19,17
ផើត,19,15
រង្គ,19,18
សំពាយ,19,12
រាយរាប់,19,14
ពោត,19,17
រង្គោះរង្គើ,19,18
សម្រោះ,19,11
ចិត្តសាស្ត្រ,19,17
លែបខាយ,19,14
តិរ្ថិយ,19,14
ចែចូវ,19,12
គ្របដណ្ដប់,19,16
ភ្លើតភ្លើន,19,18
យមរាជ,19,15
រាថយ,19,17
ប្រើស,19,17
រំញោច,19,15
ក្រញរ,19,12
អន្តោ,19,17
កើប,19,15
មេបា,19,17
បុរេនិច្ឆ័យ,19,15
ចាង,19,14
ពឹងពាក់,19,15
ឧច្ចារ,19,12
សណ្ដែក,19,16
សារី,19,15
ជេះ,19,15
ល្អក់,19,19
កម្ជិល,19,17
ឆ្ងក់,19,9
គណបក្ស,19,18
ពនិតា,19,15
ទីស្ដីការ,19,17
ត្រកង,19,16
ជ្រកកោន,19,15
ស្រាក,19,16
តុណ្ហីភាព,19,17
បាយអ,19,11
ឆូត,19,17
ក្រស្នា,19,15
ខ្យូស,19,15
មធ្យ័ត,19,17
វិបរិត,19,13
ហែល,19,18
ជួល,19,16
កញ្ជ្រោង,19,16
អំបូរ,19,19
ខ្ញី,19,13
ផ្ញៀវ,19,17
ចាម,19,17
ភាន,19,14
ហុង,19,18
ពិធីសារ,19,15
បង្គ្រប,19,13
ស្រួចស្រាវ,19,16
ព្រឹល,19,16
គម្រិះ,19,12
បណ្ដូល,19,16
ភូតគាម,19,14
ទាយក,19,13
មេន,19,16
ឆាយ,19,19
ពព្រាយ,19,16
ឆ្នួន,19,15
ត្រក,19,7
ងប់,19,18
ឧគ្ឃោសនាសព្ទ,19,11
ភទ្របទ,19,17
បរិកម្ម,19,15
ក្លែម,19,15
ចង្អោរ,19,15
កថិន,19,15
ក្រឹត,19,18
ឆ្ងុយ,19,18
លួង,19,12
បង្គី,19,14
រងំ,19,17
ឍាលិន,19,18
បន្សាប,19,14
សន្ទះ,19,19
រហោឋាន,19,14
តៀប,19,13
ក្សិណ,19,17
កងឈ្លប,19,13
ទ្រុស្ត,19,18
ផ្នួស,19,14
បន្តុះ,19,16
ស្កៀប,19,15
វីស,19,15
ក្រសារ,19,18
ជួត,19,16
ឧបកិច្ច,18,16
ញ៉ុក,18,12
ទុរជន,18,16
ប្រណីតភាព,18,15
សម្រុង,18,14
ក្រឹត្យក្រម,18,18
សំណើច,18,16
ធេង,18,13
រលីងរលោង,18,10
បដិទិន,18,10
កន្ទក់,18,16
នាដ្យកថា,18,15
ប្រផេះ,18,17
ចម្រូងចម្រាស,18,14
រដូវកាល,18,13
ក្រឡោត,18,10
ស្លាកស្នាម,18,11
នាយករដ្ឋមន្រ្តី,18,11
ម្រ័ក្សណ៍,18,14
ច្រែស,18,14
ដារ,18,16
អេតចាយ,18,12
ស្រស់បស់,18,14
វ៉ាកង,18,16
ក្រយៅ,18,15
ផ្ដាច់ការ,18,16
ច្របាច់,18,13
ទឡ្ហីករណៈ,18,15
ញេញ,18,17
ក្បូន,18,16
ចម្ពាម,18,12
ខណ្ឌសីមា,18,15
យុទ្ធភណ្ឌ,18,16
បន្លិច,18,10
ល្វើយ,18,15
បកស្រាយ,18,16
ស្រគត់ស្រគំ,18,12
ស័ង្ខ,18,12
សៀវ,18,14
វឌ្ឍនាការ,18,15
មេរុ,18,15
ភគវតី,18,7
គម្រក់,18,16
ផ្ទៀង,18,16
សម្មាន,18,15
ល្ហឹម,18,11
គុត,18,15
ជំនិះ,18,13
ទោរ,18,17
ចំពុះ,18,15
ទុកដាក់,18,16
ទ្រមូង,18,5
តៃហោង,18,12
អរូប,18,16
ជ្រំ,18,14
ត្រប់,18,18
ប្រូស,18,11
ឃុំឃាំង,18,15
សៀង,18,13
ចរក,18,18
រអៀស,18,14
អវសានប្បញ្ញត្តិ,18,15
ផ្ដួល,18,17
គ្រលែង,18,14
មួន,18,12
ស្រាពណ៍,18,16
ប្រលង់,18,16
ទ្រហឹង,18,17
កន្ត្រោង,18,7
ស្វ័យប្រវត្តិកម្ម,18,16
ឡាវ,18,14
ស្បង់,18,14
ទឹកដី,18,15
រំពេ,18,9
វក់វី,18,18
ចិញ្ចាច,18,12
ប្រតិភាណ,18,16
ពពក,18,17
វាទ,18,15
អន្ទង,18,15
ច្បិច,18,17
ហិន,18,17
មជ្ឈត្តករ,18,15
ប្រទាល,18,14
យោគ,18,16
កួយ,18,17
រាជរថ,18,11
ល្អន់,18,14
វាក្យខណ្ឌ,18,16
បរធនបាល,18,14
លើង,18,14
សំភី,18,15
ពំនាក់,18,17
លឿង,18,13
ជ្រក់,18,16
មួហ្មង,18,17
ក្រា,18,17
ស្រមោច,18,15
ឆោម,18,15
ភូមិគ្រឹះ,18,11
បោះឆ្នោត,18,11
រាជិនី,18,10
អថិរភាព,18,15
អនាថ,18,17
អាស្រម,18,17
លលាម,18,13
ជនអន្តោប្រវេសន៍,18,16
ក្មេក,18,13
អង្គធាតុ,18,13
មុខវិជ្ជា,18,18
សូរ្យកាន្ត,18,13
រៀល,18,16
ផ្សះ,18,17
អរហន្ត,18,18
ឥន្ធន,18,17
ខ្មី,18,16
និល,18,10
តុសិត,18,14
ឆ្កៀល,18,15
ងីងើ,18,13
កន្ត្រង,18,15
និម្មាបនិក,18,7
ខ្ញាល់,18,17
ស្រវាំង,18,16
ទួទៅ,18,13
ពន្លើស,18,12
ច្រឡឹង,18,12
រ៉ាំ,18,18
ពាណិជ,18,15
កណ្ដាញ់,18,6
អក្ខរជន,18,14
អំបុក,18,15
លំទោន,18,17
ឋានីយ,18,18
ស្មូត្រ,18,9
ស្គុស,18,15
ភ័ក,18,15
តក់ៗ,18,15
ទទឹង,18,16
ឧបការៈ,18,13
វេះ,18,18
ដៀង,18,11
ម្ង៉ៃ,18,12
ល្បាញ,18,16
សម្មត,18,14
អៀវ,18,17
សន្ធិយា,18,16
បាណកសត្វ,18,15
សក្យ,18,9
ក្រញាញ់,18,16
ទំនួញ,18,16
កូវ,18,16
ដំបូក,18,12
អឺយ,18,14
វិភព,18,6
រំទំ,18,16
កុលសម្ព័ន្ធ,18,17
និរភ័យ,18,15
កំណែទម្រង់,18,17
គិល,18,14
សស្ត្រា,18,18
ជ្រោះ,17,15
មីរ,17,10
ខ្លប,17,16
បោយ,17,14
នាច,17,13
ឆាវ,17,8
ទក្ខិណានុប្បទាន,17,13
តម្រាប់,17,16
រមួត,17,17
សេត,17,15
ឧទុម្ពរ,17,8
ដង្ហើម,17,16
អឺងកង,17,7
គេហកិច្ច,17,14
ពិចិត្រ,17,16
ធ្នាប់,17,10
មិច្ឆា,17,16
សទ្ធម្ម,17,12
ទន្ទ្រានខេត្ត,17,15
ព្រែ,17,15
ការ៉ូ,17,16
អនុព័ន្ធ,17,13
ភត្ត,17,16
ដុំកំភួន,17,5
ប្រឡង់,17,11
អតិថិ,17,16
ឡាំប៉ា,17,13
បុញ្ញ,17,17
ត្រឡោក,17,17
ជ្រាល,17,14
ឧបទ្វីប,17,16
ឆ្កឹង,17,10
បាដាង,17,13
សាមសិប,17,15
ការប្រាក់,17,15
បំបែក,17,14
លម្ហើយ,17,15
សណ្ដោង,17,12
ពោះម៉ាយ,17,14
ចក្រពត្តិនិយម,17,12
ភ្នំពេញ,17,12
នរោត្តម,17,15
លោម,17,14
ខ្ទុះ,17,11
ឡង់,17,12
អញ្ជលី,17,14
ចំអន់,17,12
ឆឹង,17,14
ព្រួញ,17,14
ហែក,17,16
ទម្រេត,17,11
ដិតដល់,17,14
សម្រក់,17,15
ពូក,17,17
យុវតី,17,16
ប្រកា,17,17
ប្រល័យពូជសាសន៍,17,16
លលា,17,15
វ៉ី,17,13
ច្រោក,17,15
ជ្រីវជ្រួញ,17,12
សមណសក្ដិ,17,15
គ្រូឧទ្ទេស,17,16
ងើប,17,17
ជ្រងោ,17,9
ទូលព្រះបង្គំ,17,13
លម្អាន,17,11
មត្តេយ្យសិក្សា,17,15
ក្សាន្ត,17,13
កាន់តែ,17,16
ទឹកអម្រឹត,17,11
សមតា,17,11
មាលតី,17,14
ទុក្ខំ,17,13
ប្លាយ,17,14
ប៊័រ,17,12
ភុជង្គ,17,16
កម្ពុជ,17,15
បន្លែង,17,15
អភិធម្ម,17,16
កំណត់ត្រា,17,14
អៀនខ្មាស,17,15
គណនា,17,16
អនាគតិ,17,8
ច្បាំង,17,15
ជេស្ឋ,17,15
ថៅកែ,17,14
ផេះ,17,13
ទែន,17,11
អនិច្ច,17,16
បញ្ញត្តិកម្ម,17,15
អាំង,17,14
ពពួក,17,16
កញ្ឆា,17,13
សាឡុង,17,14
ភូមិភាគ,17,16
កន្ថោរ,17,16
សួយ,17,15
អង់តែន,17,13
អាទិករ,17,10
អសុភ,17,15
សម្បូរណ៍,17,10
រួចរាល់,17,17
ប្រគាប,17,15
លន្លោច,17,14
ក្រវាន់,17,9
កន្ទួត,17,12
វាច,17,17
កាឡា,17,15
អេកូឡូស៊ី,17,14
បង្ហូត,17,15
អូស្ត្រាលី,17,8
ឆ្លងកាត់,17,11
កុមារភាព,17,16
គ្រងរាជ្យ,17,13
តំណឹង,17,15
ទុយ៌ស,17,15
អង្ក,17,16
ត្រមោច,17,16
អាសន្នរោគ,17,15
បុស្សរថ,17,14
ស្រេប,17,11
ប្រវេសន៍,17,11
អារម្ភ,17,15
បុរេប្រវត្តិ,17,15
ពិសាខ,17,16
ស្បើយ,17,16
ឋិតិភាព,17,8
ជីវប្រវត្តិ,17,12
ពើត,17,15
បន្ទំ,17,13
ហាប់,17,11
អស្មិ,17,14
ល្អាន,17,12
ផ្គង,17,14
ឆាយា,17,16
សូក,17,16
អន្តេវាសិក,17,15
លំហើយ,17,13
ដាស,17,16
សោតា,17,14
ផ្ចាញ់,17,13
ញញួរ,17,13
មរដក,17,14
ភាពយន្ត,17,13
ប្រវា,17,12
ដៀមដាម,17,14
ពំនោល,17,16
ទាយិកា,17,14
មជ្ឈត្តការ,17,12
ចំហាយ,17,14
ប្រអប់,17,15
ខ្ចាត់,17,11
សារាយ,17,10
សស្រាក់សស្រាំ,17,15
ភោជនីយាហារ,17,13
លលក,17,15
តទល់,17,15
ឧប្បត្តិ,17,16
ទន្សាយ,17,16
ឆ្នូត,17,13
គ្រុប,17,13
សងសឹក,17,13
ជិតដិត,17,13
ស្ញែង,17,11
ឋបនីយភណ្ឌ,17,13
ទសជាតក,17,12
ត្រែះ,17,14
លុក,17,14
ជំទង់,17,16
និគម,17,15
អដ្ឋិ,17,14
អច្ច័យទាន,17,13
ប្លោក,17,16
ញាស់,17,17
រលេញ,17,16
ថាវរៈ,17,16
បតិ,17,16
ក្រួច,17,13
កន្ទប,17,13
តុល,17,15
អប្បជនាធិបតេយ្យ,17,15
ក្សេត្រ,17,14
រៀវ,17,11
ពិមាន,17,16
អានិសង្ស,17,17
ខ្លាញ់,16,14
ម៉ោង,16,15
ចាកចេញ,16,13
កាកី,16,15
ខែត្រ,16,14
ទន្លេសាប,16,13
បណ្ដៅ,16,14
នីតិភាព,16,14
ស្ពៃ,16,15
រតនសម្បត្តិ,16,13
អត្តាធីនភាព,16,12
វាយប្រហារ,16,14
ក្រញង់,16,12
សិល្បសាស្ត្រ,16,14
ឱសានវាទ,16,14
នោម,16,13
ព្រល,16,16
រំហួត,16,6
សាវ,16,15
រលាក់,16,15
ក្រោះ,16,14
ជញ្ជ្រាំង,16,9
វីរុស,16,13
តឹក,16,14
គ្រាន់,16,14
សម្ទាយ,16,12
គ្នេរ,16,13
រៀមច្បង,16,14
ចរិតលក្ខណៈ,16,13
ស្នួ,16,15
ចំណាកស្រុក,16,16
កំណល់,16,16
ក្រហាយ,16,12
មេកានិក,16,14
ហ្វ្រ័ង,16,8
ធារ,16,13
កៀកកិត,16,11
រឹម,16,14
តម្រេក,16,13
គ្រុម,16,16
ហោរាសាស្ត្រ,16,13
ដាវ,16,14
ពស្ត្រ,16,11
អាគតដ្ឋាន,16,10
ចតុម្មុខ,16,13
ស្ដេចត្រាញ់,16,13
របឹង,16,12
ពាង,16,12
ទួត,16,13
អ័រម៉ូន,16,12
បច្ឆិម,16,14
អញ្ញមញ្ញ,16,11
ឆេះ,16,13
តម្អូញ,16,11
អំបាញ់មិញ,16,12
ត្រចង់,16,16
ខ្វេះ,16,14
ឥស្សរៈ,16,14
ឧភយោរាជ,16,14
ស្មូម,16,15
ល្មឿយ,16,11
បោះពួយ,16,14
ចាស់ទុំ,16,15
ត្រសង,16,10
រលុប,16,14
រលស់,16,11
រុកកួន,16,12
ក្ដាប់,16,14
កញ្ឆែត,16,10
ច្រំដែល,16,14
ពន្លះ,16,12
ស្រេះ,16,10
ស្បែកជើង,16,13
បព្វជ្ជា,16,15
ផ្សើម,16,11
ពិរុណ,16,15
វីវរ,16,13
សឺរ៉ាំង,16,14
ជ្រលង,16,13
ខ្វាក,16,11
ឆើត,16,14
ស្រពន់,16,15
ឍាល,16,15
អេក្រង់,16,14
អញ្ញត្រកម្ម,16,13
អន្លាយ,16,13
នត្តា,16,12
ស្លុប,16,6
អត្តា,16,12
ល្វែង,16,15
កោលាហល,16,14
ភាយ,16,15
រាពណ៍,16,10
ព្រេងកថា,16,12
ចម្កួត,16,12
រសាប់រសល់,16,13
ជំនិត,16,15
សាសព្ទ,16,13
ដោត,16,12
ស្របាល,16,16
លោកុត្តរ,16,13
ផុង,16,13
ក្រសោប,16,14
ឯកសិទ្ធិ,16,14
សណ្ដ,16,14
ស្នួល,16,12
ចន្លុះ,16,14
ទ្រា,16,13
គ្រាន់តែ,16,13
សាឡាត់,16,14
ច្រឡើសបើស,16,13
ប្រព្រឹត្តិការណ៍,16,15
ផ្លូវលំ,16,11
ព្រោង,16,14
កាកបាទ,16,13
បូជាយញ្ញ,16,13
គគុក,16,12
ល្ងីល្ងើ,16,13
សទ្ទ,16,13
ពពុះ,16,11
លៀម,16,12
សំបួរ,16,12
បង្កក់,16,16
លិបិក្រម,16,10
មោហ៍,16,9
បាយ័ន,16,13
ជ្រួល,16,15
ទាំងពួង,16,13
ជម្ពូនុទ,16,13
ដូស,16,11
ស្អំ,16,11
មីញ៉ូប,16,11
កុប,16,15
កណ្ដៀត,16,12
មូលី,16,11
ច្រមក់,16,12
ធ្យាន,16,10
ពិការភាព,16,14
តើយ,16,12
ភាសិត,16,15
ក្រិត,16,16
ននោង,16,12
បង្កាន់ដៃ,16,15
បន្ទុំ,16,11
រហាម,16,14
បណ្ដែត,16,15
សមិទ្ធិលទ្ធភាព,16,14
សង្កៀត,16,9
មរណ៍,16,15
និបាតសព្ទ,16,12
លាត់,16,14
ប្រលូក,16,13
កណ្ដុក,16,9
បរិសុទ្ធិ,16,15
ស៊ុន,16,14
វិការដ្ឋាន,16,11
កៀស,16,13
ជីវ៉ា,16,14
ស្រូវសាលី,16,13
និទណ្ឌភាព,16,16
ហ៊ឹម,16,13
ង៉ែង៉រ,16,9
ខ្មាន់,16,12
ចលនវត្ថុ,16,9
កំណាន់,16,15
កញ្ចាំង,16,13
ព្រៃស្ដុក,16,13
ក្ងាន,16,13
ក្សត្រី,16,16
គំរោះ,16,13
ទ្វី,16,14
ស្ញេញ,16,11
សង្គ្រាជ,16,13
ជួនកាល,16,13
ឧរង្គសត្វ,16,14
ប្លោង,16,13
ទេពអប្សរ,16,13
កែង,16,15
សន្ទូច,16,8
ខកខាន,16,15
សង្សារវដ្ដ,16,11
រដ្ឋការ,16,9
ក្រឡាបញ្ជី,16,13
ធាក់,15,12
បង្អៅ,15,14
សុខាភិបាល,15,13
ភីលៀង,15,15
ហ៊ី,15,14
រុញ,15,13
ទទា,15,14
ថាំង,15,14
ស្ថានទូត,15,11
ស្កក,15,12
ស្រន់,15,13
ប្រវាស់,15,14
បង្អោន,15,13
ក្រាល,15,11
បុល,15,12
សុមេរុ,15,11
ប្រតាក,15,10
សាលី,15,13
គីង្គក់,15,10
នត្ថិភាព,15,14
ជីពចរ,15,13
បរិហារកេរ្តិ៍,15,14
សិទ្ធត្ថ,15,11
អំពូល,15,14
ចេតសិក,15,9
ឧសុម,15,14
បត់ជើង,15,12
កន្ធាត់,15,11
ឧបរាជ,15,13
សង្គ្រាមត្រជាក់,15,9
អព្ភន្តរ,15,13
ស្ទូង,15,15
កាយវប្បកម្ម,15,11
ស្ទក់,15,11
អាសិរពិស,15,8
ផ្ទាល,15,11
នក្ខត្ត,15,11
ប្រតិស្ឋ,15,12
សង្រែក,15,12
អហោ,15,15
ភូមា,15,11
ផើង,15,13
ស្អុយ,15,13
ស្គុះ,15,13
កន្សោម,15,15
អត្តខាត់,15,14
ឆែវ,15,5
ថ្នាំង,15,15
នាទី,15,9
ទ្វេភាគី,15,14
ចេចចាច,15,13
រ៉ូប,15,12
កញ្ជ្រឹល,15,13
សូធ្យ,15,14
សៀមរាប,15,9
អង្ស័ក,15,13
សាយភាយ,15,14
បន្ទាល់,15,13
សេវ,15,15
បង្គួរ,15,12
ឃ្លុប,15,14
ល្វឹង,15,13
បង្អាក់,15,13
អាជានេយ្យ,15,12
មន្ត្រ,15,14
របារ,15,13
តម្លង់,15,10
ទ្រុង,15,12
ងងុយ,15,14
ថ្កុំ,15,11
ណែងណង,15,13
កំប៉ិកកំប៉ុក,15,7
អនីត្យានុកូល,15,13
ស្ញើប,15,11
ទុតិយិកា,15,7
សរទរដូវ,15,13
កំហាប់,15,13
ស្ដោះ,15,12
សម្រួច,15,15
អត្តសញ្ញាណបត្រ,15,12
សត្តឃាតដ្ឋាន,15,7
អល់អែក,15,13
រំភើយ,15,13
ហិរិ,15,11
ទេពធីតា,15,13
សំពោង,15,14
ត្រដិត,15,10
អសង្ខេយ្យ,15,9
ត្មាត,15,11
ប្រចៀវ,15,15
សុធីរ,15,6
កាត់កង,15,11
មមោក,15,9
ភមរ,15,15
នុយ,15,14
មហាក្សត្រី,15,11
សំរឹទ្ធិ,15,12
ចលនទ្រព្យ,15,11
សម្បូណ៌,15,14
តំណិះ,15,9
មធូរ,15,13
សម្ទារ,15,12
ជជុះ,15,14
វាន់,15,13
រវើក,15,13
តាង,15,15
ហិតូបត្ថម្ភកៈ,15,10
ស្រឹប,15,13
ស្រើបស្រាល,15,11
ស្ទុង,15,13
អានន្ទ,15,14
លាស,15,11
លោហ,15,15
ធ្មៃ,15,12
អស្វ,15,15
រដ្ឋាករ,15,14
ចំទង់,15,13
ស្មៅ,15,15
ម្ញ៉ិកម្ញ៉ក់,15,9
ស្រៀវស្រាញ,15,14
ផ្ទាត់,15,14
ឆវី,15,13
ទន្លាប់,15,13
រានហាល,15,15
ស្ដួច,15,12
របោយ,15,14
ភាគលាភ,15,14
ក្រសាល,15,15
ស្ទា,15,14
កាតាឡុក,15,13
កេតុ,15,12
រង្វើល,15,13
ជីប,15,13
សញ្ញាបណ្ណ,15,12
ក្រញាំ,15,12
រដឹក,15,10
បណ្ណារក្ស,15,13
ពិស្ណុ,15,11
ផ្ទាប់,15,13
សុខចិត្ត,15,13
ក្រវែល,15,12
បន្ទាត់,15,12
គូលី,15,13
បន្តបន្ទាប់,15,14
អាជ្ញាកណ្ដាល,15,15
នាដក,15,9
ទម្លាយ,15,14
ត្រដាង,15,14
ឆាត,15,14
ឯកឯង,15,14
មាក់ប្រាង,15,12
ឆែកឆេរ,15,14
ឃ្លាំមើល,15,14
ត្លុក,15,13
ប្រសូតិ,15,10
អ៊ីណុក,15,12
ចារបុរស,15,12
ដង្គោល,15,12
ស្អេក,15,7
អាណោចអាធ័ម,15,12
អាជ្ញាយុកាល,15,14
ពៀច,15,13
អ្នកងារ,15,11
ទេវិន្ទ,15,11
ក្រូច,15,15
កែម,15,13
ព្រះស្ដែង,15,14
សព្វវចនាធិប្បាយ,15,13
អង្គ្រង,15,14
របើក,15,10
ប្រាកដជា,15,10
ប្លាត,15,13
ហ៊ា,15,14
អនុសិដ្ឋ,15,10
លាក,15,13
ស្មូន,15,12
គ្រាំគ្រា,15,12
លាំង,15,9
រជ្ជទេយ្យ,15,12
ច្រៀង,15,15
ពិសម័យ,15,8
ល្បិចចៅក្រម,15,10
អាណោច,15,11
សេដា,15,13
ល្បួង,15,11
រដ្ឋលេខាធិការ,15,15
រាជក្រឹត្យ,15,14
មជ្ឈត្តកម្ម,15,14
